"id","engineCode","transmissionCode","intervalMileage","frequency","action","item","itemDescription","laborUnits","partUnits","driveType","modelYear"
283134,"6INAG4.0","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2002"
283180,"6INAG4.0","ALL",30000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2002"
283179,"6INAG4.0","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2002"
369684,"6INAG4.0","ALL",60000,4,"Replace","Distributor rotor","The rotating, nonconductive component of a distributor that contains contacts and that, when aligned, complete an electrical circuit between the ignition coil and a spark plug.",0.01,1,"ALL","2002"
283139,"6INAG4.0","ALL",7500,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.1,0,"ALL","2002"
283138,"6INAG4.0","ALL",7500,4,"Inspect","Differential, rear","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.05,0,"ALL","2002"
283127,"6INAG4.0","ALL",7500,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2002"
283132,"6INAG4.0","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2002"
283136,"6INAG4.0","ALL",7500,4,"Inspect","Steering","The collection of components that enable the operator to direct a vehicle in a desired direction.",0.1,0,"ALL","2002"
283182,"6INAG4.0","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.6,6,"ALL","2002"
283126,"6INAG4.0","ALL",7500,4,"Lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2002"
283184,"6INAG4.0","ALL",30000,4,"Change","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.5,1.5,"ALL","2002"
283151,"6INAG4.0","ALL",30000,4,"Inspect","Brakes, front","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2002"
283150,"6INAG4.0","ALL",30000,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2002"
283181,"6INAG4.0","ALL",60000,4,"Replace","Serpentine belt","A ribbed drive belt that drives more than one engine accessory.",0.3,1,"ALL","2002"
283155,"6INAG4.0","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"ALL","2002"
283159,"6INAG4.0","ALL",82500,3,"Replace","Oxygen sensor","In a computer-controlled, fuel-injected vehicle, a sensor mounted in the exhaust stream that relays air/fuel ratio information to the fuel control computer that allows the computer to make adjustments.",0.2,1,"ALL","2002"
283185,"6INAG4.0","ALL",30000,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1.2,"ALL","2002"
283199,"6INAG4.0","ALL",82500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283196,"6INAG4.0","ALL",37500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283195,"6INAG4.0","ALL",22500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283194,"6INAG4.0","ALL",7500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283178,"6INAG4.0","ALL",60000,4,"Replace","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.7,1,"ALL","2002"
283079,"4INAG2.5","ALL",7500,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.1,0,"ALL","2002"
283125,"4INAG2.5","ALL",30000,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1.2,"ALL","2002"
283068,"4INAG2.5","ALL",30000,4,"Lubricate","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2002"
283099,"4INAG2.5","ALL",82500,3,"Replace","Oxygen sensor","In a computer-controlled, fuel-injected vehicle, a sensor mounted in the exhaust stream that relays air/fuel ratio information to the fuel control computer that allows the computer to make adjustments.",0.2,1,"ALL","2002"
283075,"4INAG2.5","ALL",7500,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2002"
283188,"4INAG2.5","ALL",37500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283122,"4INAG2.5","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2002"
283074,"4INAG2.5","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2002"
283120,"4INAG2.5","ALL",30000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2002"
283066,"4INAG2.5","ALL",7500,4,"Lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2002"
283092,"4INAG2.5","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.16,4,"ALL","2002"
283091,"4INAG2.5","ALL",30000,4,"Inspect","Brakes, front","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2002"
283098,"4INAG2.5","ALL",52500,3,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2002"
283118,"4INAG2.5","ALL",60000,4,"Replace","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.5,1,"ALL","2002"
283189,"4INAG2.5","ALL",52500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283190,"4INAG2.5","ALL",67500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283067,"4INAG2.5","ALL",7500,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2002"
283119,"4INAG2.5","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2002"
283076,"4INAG2.5","ALL",7500,4,"Inspect","Steering","The collection of components that enable the operator to direct a vehicle in a desired direction.",0.1,0,"ALL","2002"
369682,"4INAG2.5","ALL",60000,4,"Replace","Distributor rotor","The rotating, nonconductive component of a distributor that contains contacts and that, when aligned, complete an electrical circuit between the ignition coil and a spark plug.",0.01,1,"ALL","2002"
283124,"4INAG2.5","ALL",30000,4,"Change","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.5,1.5,"ALL","2002"
283080,"4INAG2.5","ALL",7500,4,"Inspect","Differential, front","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.05,0,"ALL","2002"
283072,"4INAG2.5","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2002"
283078,"4INAG2.5","ALL",7500,4,"Inspect","Differential, rear","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.05,0,"ALL","2002"
283121,"4INAG2.5","ALL",60000,4,"Replace","Serpentine belt","A ribbed drive belt that drives more than one engine accessory.",0.3,1,"ALL","2002"
283090,"4INAG2.5","ALL",30000,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2002"
283117,"4INAG2.5","ALL",60000,4,"Replace","Distributor cap","The nonconductive cap of the distributor that contains the contacts leading to each individual spark plug.",0.6,1,"ALL","2002"
283102,"4INAG2.5","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2002"
283095,"4INAG2.5","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"ALL","2002"
283103,"4INAG2.5","ALL",60000,4,"Replace","Vacuum lines & hoses","Flexible tubing used to carry air, fluids, vapors or pressurized gas.",0.4,1,"ALL","2002"
283187,"4INAG2.5","ALL",22500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283186,"4INAG2.5","ALL",7500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283191,"4INAG2.5","ALL",82500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283193,"4INAG2.5","ALL",112500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283192,"4INAG2.5","ALL",97500,3,"Rotate","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0.3,0,"ALL","2002"
283123,"4INAG2.5","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2002"
283137,"6INAG4.0","MANUAL",7500,4,"Check level","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.1,0,"ALL","2002"
283157,"6INAG4.0","MANUAL",30000,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.4,"ALL","2002"
283077,"4INAG2.5","MANUAL",7500,4,"Check level","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.1,0,"ALL","2002"
